;ISBN;Title;Author;Year-Of-Publication;Publisher;Rating;Image-URL-S;Image-URL-M;Image-URL-L;Description
52;0517516764;The Kovels' Collector's Guide to American Art Pottery;Ralph M. Kovel;1981.0;Random House Reference Publishing;10;http://images.amazon.com/images/P/0517516764.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0517516764.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0517516764.01.LZZZZZZZ.jpg;
53;0891450785;The Collector's Encyclopedia of Brush-McCoy Pottery: Updated Values;Sharon Huxford;1996.0;Collector Books;10;http://images.amazon.com/images/P/0891450785.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0891450785.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0891450785.01.LZZZZZZZ.jpg;Brush-McCoy Pottery has always been popular with collectors throughout the U.S. This Ohio company produced thousands of pieces from 1911 to 1925, in not only their staple commercial wares but also fine art ware. This beautiful book is filled with photos of more than 700 actual Brush-McCoy pieces, each described with name, date, mark, size, and current value.
54;0801513960;The Collector's Guide to Carnival Glass;Marian. Klamkin;1976.0;Penguin USA;10;http://images.amazon.com/images/P/0801513960.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0801513960.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0801513960.01.LZZZZZZZ.jpg;Describes, evaluates, and pictures choice items of the originally inexpensive, mass-produced irridescent glassware, relating their history, and authenticating pieces put out by the four leading manufacturers
55;0596000324;Perl 5 Pocket Reference, 3rd Edition: Programming Tools (O'Reilly Perl);Johan Vromans;2000.0;O'Reilly;10;http://images.amazon.com/images/P/0596000324.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0596000324.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0596000324.01.LZZZZZZZ.jpg;Revised to cover Perl version 5.6, this quick reference provides a complete overview of the Perl programming language, from variables to input, flow control to regular expressions, all packed in a convenient, carry-around booklet.
56;0525475745;Century of Ceramics in the United States 1879-1979;G. Clark;1979.0;Penguin USA;10;http://images.amazon.com/images/P/0525475745.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0525475745.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0525475745.01.LZZZZZZZ.jpg;Concentrates on the century's leading ceramists who represented the vanguard of the ceramic-art aesthetic
57;0684160005;Needlepoint in miniature;Nancy Noland Kurten;1979.0;Scribner;10;http://images.amazon.com/images/P/0684160005.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0684160005.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0684160005.01.LZZZZZZZ.jpg;
58;0891450688;Collector's Encyclopedia of McCoy Pottery;Sharon Huxford;1979.0;Collector Books;10;http://images.amazon.com/images/P/0891450688.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0891450688.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0891450688.01.LZZZZZZZ.jpg;The most popular writers in the pottery field compiled this richly informative deluxe guide featuring hundreds of pieces of McCoy pottery, and for over 20 years it has been the best resource for collectors. Large color photos fill this deluxe guide which has been updated to reflect the current market values. 1999 values. 8.5 X 11.
59;0897609379;Subtreasury of American Humor;E. B. White;1988.0;Telegraph Books;10;http://images.amazon.com/images/P/0897609379.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0897609379.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0897609379.01.LZZZZZZZ.jpg;
60;082121960X;Jewelry by Chanel (Jewelry by Chanel);Patrick Mauries;1993.0;Little Brown & Co;10;http://images.amazon.com/images/P/082121960X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/082121960X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/082121960X.01.LZZZZZZZ.jpg;Explores one of the many sides of Coco Chanel, a creature of contrasts whose legacy continues to intrigue her admirers. There was the Chanel of the most sumptuous baroque, of dazzling, playful, unrestrained jewelry, of diamonds and emeralds shimmering like stars, and there was the Chanel of the tailored suit and the little black dress, of the severe cut, the strand of pearls, of classicism à la française. Out of this dialogue between hyperbole and understatement, and in counterpoint to the costume jewelry that she gave to the world, she created jewelry that was unparalleled in its insistence on luxury and refinement and unfettered in its imagination. Her jewelry presents one of the least known aspects of her work. With more than 120 illustrations and based on archival research and interviews with Chanel's colleagues and other witnesses to her life and career.--From publisher description.
61;0961642203;Advanced Beadwork (Beadwork Books);Ruth Poris;2000.0;Golden Hands Press;10;http://images.amazon.com/images/P/0961642203.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0961642203.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0961642203.01.LZZZZZZZ.jpg;Organizes all major beading techniques into one comprehensive volume, removing the mystery and inspiring creativity.
62;0823010449;Creative Wire Jewelry;Kathy Peterson;2001.0;Watson-Guptill Publications;10;http://images.amazon.com/images/P/0823010449.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0823010449.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0823010449.01.LZZZZZZZ.jpg;Create stunning jewelry with this unique book. The creative process offers experienced wire enthusiasts tips and tricks for improving their designs.
63;0964048337;Moods in Wire : An Extended Guide to the Fine Art of Wirewrapping (2nd Ed);Ellsworth Sinclair;2000.0;E.E. Sinclair;10;http://images.amazon.com/images/P/0964048337.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0964048337.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0964048337.01.LZZZZZZZ.jpg;Combines Moods in Wire with Moods in Brass & Glass. Divided into two sections, this is a comprehensive guide to the fine art of wire wrapping. Describes the basic tools and materials needed to make bracelets, earrings, pendants, pins and more. Color photos and spiral binding.
64;0870334492;Chesapeake Almanac: Following the Bay Through the Seasons;John Page Jr. Williams;1993.0;Tidewater Publishers;10;http://images.amazon.com/images/P/0870334492.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0870334492.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0870334492.01.LZZZZZZZ.jpg;"Where do the Chesapeake Bay's sea turtles come from in the summer, and where do they go in winter? Where do swans come from when they arrive in the region in November? Why do fishermen and sailors consistently see monarch butterflies out over the open bay in late summer? Chesapeake Almanac: Following the Bay through the Seasons answers those questions and more. The fascinating natural history sketches in this book will enable those who love the Chesapeake to tune in to the bay's creatures and seasonal events. The fishing enthusiast will discover things that help him or her catch more bluefish or white perch; the bird watcher and the hiker will learn when to look for the appearance of the ospreys in the spring and the geese in the fall. The cruising sailor drinking morning coffee while anchored in a quiet cove will learn why a great blue heron stalks the shallows in summer; the canoeist will discover when to look for wild marsh flowers."
65;1591460115;Seeds of Vision;Jonathan Fesmire;2002.0;Crystal Dreams Publications;10;http://images.amazon.com/images/P/1591460115.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1591460115.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1591460115.01.LZZZZZZZ.jpg;"Statues linked to otherworldly criminals. Magical seeds that induce prophecy, yet prove dangerously addictive. A brother and sister who share one life. A man who takes his pet dragon for a walk around the neighborhood. Open your mind and experience Seeds of Vision.This anthology covers a huge range of the fantasy genre, from high fantasy to contemporary fantasy, to tales of dragons, demons, and divination, to stories of witches and wizards. The preview includes the first short story of the anthology, ""Her Likeness!"""
66;0333492412;My gorgeous life: An adventure;Barry Humphries;1989.0;Macmillan;10;http://images.amazon.com/images/P/0333492412.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0333492412.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0333492412.01.LZZZZZZZ.jpg;
67;0448090996;The Bobbsey Twins on a Houseboat (The Bobbsey Twins, No 6);Laura Lee Hope;1990.0;Grosset & Dunlap;10;http://images.amazon.com/images/P/0448090996.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0448090996.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0448090996.01.LZZZZZZZ.jpg;Bert was on his way to the galley in the middle of the night when he heard a frightened scream that sounded like Flossie.
68;0725101334;Bazza pulls it off!: More adventures of Barry McKenzie,;Barry Humphries;1971.0;Sun Books;10;http://images.amazon.com/images/P/0725101334.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0725101334.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0725101334.01.LZZZZZZZ.jpg;
69;0356025020;"The wonderful world of Barry McKenzie; (A Gnome book)";Barry Humphries;1968.0;Macdonald & Co;10;http://images.amazon.com/images/P/0356025020.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0356025020.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0356025020.01.LZZZZZZZ.jpg;
70;1591460093;Children of Rhatlan;Jonathan Fesmire;2002.0;Crystal Dreams Publications;10;http://images.amazon.com/images/P/1591460093.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1591460093.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1591460093.01.LZZZZZZZ.jpg;
71;0027916405;Twenty Thousand Leagues under the Sea;Jules Verne;1962.0;Simon & Schuster Adult Publishing Group;10;http://images.amazon.com/images/P/0027916405.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0027916405.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0027916405.01.LZZZZZZZ.jpg;"The ""man who invented the future,"" Verne created the prototype for modern science fiction. His prophetic 1870 adventure novel, featuring a bizarre underwater craft commanded by the mysterious Captain Nemo, predated the submarine. The crowning achievement of Verne's literary career, the book influenced H. G. Wells and later generations of writers."
72;0140351280;Jack and Jill (Puffin Classics);Louisa May Alcott;1991.0;Puffin Books;10;http://images.amazon.com/images/P/0140351280.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0140351280.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0140351280.01.LZZZZZZZ.jpg;Speaking passionately about the art of acting, David Krasner illuminates the multifaceted job of an actor. Combining technique with personal examples, he demonstrates how to achieve excellence in performance, how to recognize quality acting, and how to use the technique of acting in an advanced way.
73;0399232079;The Starplace (Novel);Vicki Grove;1999.0;Putnam Publishing Group;10;http://images.amazon.com/images/P/0399232079.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0399232079.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0399232079.01.LZZZZZZZ.jpg;Thirteen-year-old Frannie learns hard lessons about prejudice and segregation when she becomes friends with a young black girl who moves into her small Oklahoma town in 1961.
74;1564580741;DK Handbooks: Fossils;Cyril Alexander Walker;1992.0;Dorling Kindersley Publishing;10;http://images.amazon.com/images/P/1564580741.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1564580741.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1564580741.01.LZZZZZZZ.jpg;"""The visual guide to more than 500 species of fossils from around the world""--Jacket subtitle."
75;0671880292;PERSONALIZED PERFUMES: MORE THAN 40 RECIPES MAKNG FRAGRANCES W/ESSENTIAL OILS;Gail Duff;1994.0;Simon & Schuster;10;http://images.amazon.com/images/P/0671880292.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0671880292.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0671880292.01.LZZZZZZZ.jpg;Provides instructions for using essential oils, flowers, and woods to create fragrances that reflect one's mood
76;088101009X;The last days of MASH;Arlene Alda;1983.0;Unicorn Pub. House;10;http://images.amazon.com/images/P/088101009X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/088101009X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/088101009X.01.LZZZZZZZ.jpg;
77;0672526565;M*A*S*H: The exclusive inside story of TV's most popular show;David S. Reiss;1980.0;Bobbs-Merrill;10;http://images.amazon.com/images/P/0672526565.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0672526565.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0672526565.01.LZZZZZZZ.jpg;"""Words and pictures capture the essence of this great show-the laughs and wacky pranks, the touchingly poignant moments. You'll enjoy every moment of this lively, absorbing book that features : foreword by Alan Alda ; interviews with Alda, Loretta Swit, Harry Morgan, Jamie Farr, Mike Farrell, Larry Linville, Wayne Rogers, Gary Burghoff, William Christopher, McLean Stevenson, David Ogden Stiers, and the producers ... the whole M*A*S*H gang is here ; history of the show ; capsule summaries with complete cast for every episode of the first eight wonderful seasons ; chronology of awards showered upon this much-honored series ; fascinating samples of actual fan mail that demonstrates the extraordinary devotion of M*A*S*H viewers to their favorite show ; 200 photographs including scenes from the show plus never-before-published baby pictures of some of the stars.""--Cover."
78;0810913194;Complete Book of M*A*S*H;Suzy Kalter;1985.0;Harry N Abrams Inc;10;http://images.amazon.com/images/P/0810913194.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0810913194.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0810913194.01.LZZZZZZZ.jpg;
79;0870333518;Chesapeake Bay: Nature of the Estuary : A Field Guide;Christopher P. White;1989.0;Tidewater Publishers;10;http://images.amazon.com/images/P/0870333518.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0870333518.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0870333518.01.LZZZZZZZ.jpg;This book has become the definitive field guide to the Chesapeake. Flora and fauna descriptions are arranged according to the bay's nine major habitats--from freshwater wetlands to saltwater marshes. The most important field marks of more than 500 species are shown in 350 superb pen-and-ink drawings, which make this benchmark work as beautiful as it is useful. The book is designed as a user-friendly introduction to the natural history of the Chesapeake Bay. Scientific jargon is kept to a minimum. Illustrations and text are paired to present an easy-to-use primer on the estuarine system. The book takes an ecological approach to life above and below the Chesapeake's surface. Wetland and aquatic communities are emphasized.
80;0898154502;The After-Dinner Gardening Book;Richard W. Langer;1992.0;Ten Speed Pr;10;http://images.amazon.com/images/P/0898154502.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0898154502.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0898154502.01.LZZZZZZZ.jpg;An urban gardening guide offers advice on growing a variety of fruits and vegetables in a limited amount of space, and includes information on potting soil, watering, fertilization, sunlight, pruning, and pests.
81;0670831727;The Scented Bath: A Gift of Luxury from Nature's Garden;Maribeth Riggs;1991.0;Penguin USA;10;http://images.amazon.com/images/P/0670831727.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0670831727.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0670831727.01.LZZZZZZZ.jpg;Relaxing in a bath is one of life's simple pleasures. Add a touch of fragrant oil, an invigorating pinch of aromatic spice, and the experience becomes something truly extraordinary. Here is a celebration of the fine art of bathing--beautifully designed and illustrated with 10 full-color paintings. Includes a satin ribbon marker, full-color borders and line drawings throughout.
82;0140350705;Grimm's Fairy Tales (Puffin Classics);Brothers Grimm;1986.0;Penguin USA;10;http://images.amazon.com/images/P/0140350705.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0140350705.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0140350705.01.LZZZZZZZ.jpg;"From the land of fantastic castles, vast lakes and deep forests, the Brothers Grimm collected a treasury of entrancing folk and fairy stories full of giants and dwarfs, witches and princesses, magic beasts and cunning boys. From favorites such as ""The Frog-Prince"" and ""Hansel and Gretel"" to the delights of ""Ashputtel"" or ""Old Sultan"", all are vivid with timeless mystery. Copyright © Libri GmbH. All rights reserved."
83;3788602627;Was ist was?, Bd.22, Die Zeit;Erich Belacker;1990.0;Tessloff;10;http://images.amazon.com/images/P/3788602627.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/3788602627.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/3788602627.01.LZZZZZZZ.jpg;"SW: Zeitmessung ; SW: Kalender"
84;187892303X;Amok Journal Sensurround Edition;Stuart Swezey;1995.0;Amok Books;10;http://images.amazon.com/images/P/187892303X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/187892303X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/187892303X.01.LZZZZZZZ.jpg;"Subtitled ""A Compendium of Phycho-Physiological Investigation,"" what you get in the Amok Journal's SENSURROUND EDITION is a collection of reports, articles and general research on autoerotic fatalities, trepanation, Gualtiero Jacopetti, cargo cults, Neue Slowenische Kunst, self-mutilation and amputee fetishism, infrasound and a collection of true emergency room reports called ""Psych-Out."" All of the material presented here is true. Some of it seems unbelievable but all the reports here are covering behaviors that these people were engaging in willingly (even some of the fatal ones) for the purpose of having some sort of heightened sensory experience. Nearly all of this behavior does NOT involve drugs, focusing more on altered experience through altered body state. Not for the easily squeamish. Despite the extreme subject matter, this volume is highly intelligent and an amazing psychological peek into the fringes of human experiences."
85;0156028506;Maigret and the Madwoman;Georges Simenon;2003.0;Harvest Books;10;http://images.amazon.com/images/P/0156028506.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0156028506.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0156028506.01.LZZZZZZZ.jpg;"""Simenon created one of the great moral detectives . . .a master of the slow unfolding of the criminal mind.""-JOHN MORT I M E R Someone is moving a kind old woman's furniture while she is away, but by the time Maigret investigates, she is dead. A kind, elderly lady-meticulously groomed and showing no signs of derangement-appeals to Inspector Maigret, frightened because someone has been moving furniture in her apartment. Nothing, however, has been stolen, and Maigret's subordinates at Police Headquarters shrug her off as ""Maigret's madwoman."" Touched by the imploring look in her eyes, Maigret promises to investigate-but someone gets there ahead of him. ""Simenon is . . . in a class by himself.""-T H E N E W YO R K E R G eorges Simenon (1903-1989) was born in Liege, Belgium. He published his first novel at seventeen and went on to write more than two hundred novels, becoming one of the world's most prolific and bestselling authors. His books have sold more than 500 million copies and have been translated into fifty languages. Maigret is a registered trademark of the Estate of Georges Simenon"
86;0440172101;Random Killer;Hugh Pentacost;1981.0;Bantam Books (Mm);10;http://images.amazon.com/images/P/0440172101.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0440172101.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0440172101.01.LZZZZZZZ.jpg;
87;0380008491;Knee-Knock Rise;Natalie Babbitt;1981.0;Harpercollins Juvenile Books;10;http://images.amazon.com/images/P/0380008491.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0380008491.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0380008491.01.LZZZZZZZ.jpg;Instep is a village at the foot of a cliff called Kneeknock Rise. A terrible moaning can be heard from the cloud of mist which hides the top of the cliff. Noone knows what it is...nobody has ever gone to see and returned! Copyright © Libri GmbH. All rights reserved.
88;3788628804;Was ist was?, Bd.48, Luft und Wasser;Rainer Crummenerl;1996.0;Tessloff;10;http://images.amazon.com/images/P/3788628804.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/3788628804.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/3788628804.01.LZZZZZZZ.jpg;"SW: Luft ; SW: Wasser"
89;0140350764;Kim (Puffin Classics);Rudyard Kipling;1987.0;Penguin USA;10;http://images.amazon.com/images/P/0140350764.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0140350764.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0140350764.01.LZZZZZZZ.jpg;A complete and unabridged edition of the classic in which young Kimball O'Hara is orphaned during the war and left to fend for himself on the streets of Lahore in India, but for Kim, all roads lead to adventure. Features a foreword, afterword and author biography.
90;0307420051;Step-By-Step MacRamE: A Complete Introduction to the Craft of Creative Knotting.;Mary Walker. Phillips;1970.0;Golden Books;10;http://images.amazon.com/images/P/0307420051.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0307420051.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0307420051.01.LZZZZZZZ.jpg;
91;0405006950;"The dictionary of needlework;: An encyclopaedia of artistic, plain, and fancy needlework";Sophia Frances Anne Caulfeild;1972.0;"Arno Press; distributed by Crown Publishers";10;http://images.amazon.com/images/P/0405006950.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0405006950.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0405006950.01.LZZZZZZZ.jpg;
92;0747210977;Create Your Own Jewellery;Jo Moody;;Trafalgar Square;10;http://images.amazon.com/images/P/0747210977.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0747210977.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0747210977.01.LZZZZZZZ.jpg;
93;0449902757;Gem Magic: The Wonder of Your Birthstone;Cornelia M. Parkinson;1988.0;Ballantine Books;10;http://images.amazon.com/images/P/0449902757.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0449902757.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0449902757.01.LZZZZZZZ.jpg;Lists the birthstones for each month of the year and examines the physical appearance, spiritual character, and therapeutic and healing properties of each
94;0844650021;Braiding and Knotting: Techniques and Projects;Constantine A. Belash;1974.0;Peter Smith Pub;10;http://images.amazon.com/images/P/0844650021.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0844650021.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0844650021.01.LZZZZZZZ.jpg;How to braid, weave and knot in hundreds of different ways. Belts, mats, rugs, sandals, hats, bags, much more. 57 illustrations.
95;0394414683;Woman's day book of family medical questions;John G Deaton;1979.0;Random House;10;http://images.amazon.com/images/P/0394414683.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0394414683.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0394414683.01.LZZZZZZZ.jpg;
96;188919512X;Liza Lou: Essays by Peter Schjeldahl  Marcia Tucker;Noriko Gamblin;1997.0;Smart Art Press;10;http://images.amazon.com/images/P/188919512X.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/188919512X.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/188919512X.01.LZZZZZZZ.jpg;This jewel-like book documents Kitchen and Back Yard, Lou's extravagant domestic environments made entirely of tiny glass beads-millions of them! In Kitchen, the walls, floors, stove, refrigerator, cabinets, tables, dishes, water in the sink, and even the debris in the dustpan are brilliantly encrusted. Even more mammoth in scale is the 600-square-foot Back Yard, with its quarter of a million beaded blades of grass, its beaded fruit trees, rose garden, clothesline, barbecue grill, and picnic table laden with food. Hallucinatory, witty, and sublime, these suburban dioramas are a breathtaking testament to one woman's dazzling mission. Essays by Peter Schjeldahl and Marcia Tucker.
97;0130962147;Children's Literature, Briefly (2nd Edition);Michael O. Tunnell;1999.0;Pearson Education;10;http://images.amazon.com/images/P/0130962147.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0130962147.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0130962147.01.LZZZZZZZ.jpg;Appropriate for introductory courses in children's literature. Written in a conversational tone, this brief text introduces readers to the nature and genres of children's literature and enumerates the authors' favorite books for various purposes. It provides a practical framework and background information while keeping the spotlight on the books themselves. At no extra expense, every copy of the book contains a powerful CD-ROM database listing more than 10,000 children's literature titles and allows users to easily select literature for various needs (now dual-platform).
98;0786701803;The Werewolves of London;Brian Stableford;1994.0;Carroll & Graf Publishers;10;http://images.amazon.com/images/P/0786701803.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0786701803.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0786701803.01.LZZZZZZZ.jpg;Finding themselves suddenly possessed of uncanny visionary powers, David Lydard and Gabriel Gill are gradually drawn into a deadly contest between forces of godlike power and must seek help from a renegade werewolf
99;0140328777;Vault of the Vampire (Puffin Adventure Gamebooks);Steve Jackson;1989.0;Puffin Books;10;http://images.amazon.com/images/P/0140328777.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0140328777.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0140328777.01.LZZZZZZZ.jpg;
100;0743458389;The Ultimate Frankenstein;Byron Preiss;2003.0;I Books;10;http://images.amazon.com/images/P/0743458389.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0743458389.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0743458389.01.LZZZZZZZ.jpg;On the occasion of the 60th anniversary of the original motion picture, Frankenstein, some of the best-known authors of the fantastic and the mysterious explored the legend of Mary Shelley's classic monster. From Brian Aldiss's eerie look at a mystrious creature hidden for centuries, to S.P Somtow's tale of passion and dismemberment in Thailand, to Katherine Dunn's examination of a bizarre affair - here are spectacular Frankenstein stories transcending time and place.
101;0213177900;The philosopher's stone;Colin Wilson;1969.0;Barker;10;http://images.amazon.com/images/P/0213177900.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0213177900.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0213177900.01.LZZZZZZZ.jpg;
102;0807127914;Dagon (Voices of the South);Fred Chappell;2002.0;Louisiana State University Press;10;http://images.amazon.com/images/P/0807127914.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0807127914.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0807127914.01.LZZZZZZZ.jpg;Peter Leland, a young minister, inherits his grandparents' farm in the mountains of North Carolina. There, he aims to finish his book on Dagon, the maimed pagan deity of fertility described in the First Book of Samuel. But returning to the place of murky childhood memories strangely effects Peter.
103;1587155737;The House on the Borderland;Hodgson William Hope;2003.0;Wildside Press;10;http://images.amazon.com/images/P/1587155737.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/1587155737.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/1587155737.01.LZZZZZZZ.jpg;From the Manuscript discovered in 1877 by Messrs. Tonnison and Berreggnog, in the Ruins that lie to the South of the Village of Kraighten, in the West of Ireland -- a place known in certain arcane circles to be the Borderland between Earth and Faerie. A classic novel of horror by the acclaimed master of the macabre, William Hope Hodgson.
104;0755107888;Ancient Sorceries and Other Stories;Algernon Blackwood;2001.0;House of Stratus;10;http://images.amazon.com/images/P/0755107888.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0755107888.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0755107888.01.LZZZZZZZ.jpg;Dr John Silence, Algernon Blackwood’s psychic detective, confronts strange and frightening extrasensory phenomena. His cases here include the nocturnal cat-people of a French village and a tale of Egyptian reincarnation. The settings range from the vast wilderness of the mountains to the Canadian backwoods, and in each story fear and tension mount. These are finely-wrought tales of horror from the master of the supernatural.
105;0586072098;LOVECRAFTS BOOK;Richard Lupoff;1987.0;HarperCollins Publishers;10;http://images.amazon.com/images/P/0586072098.01.THUMBZZZ.jpg;http://images.amazon.com/images/P/0586072098.01.MZZZZZZZ.jpg;http://images.amazon.com/images/P/0586072098.01.LZZZZZZZ.jpg;
